"Region","District","District.No.","School.Name","School.No.","NCES.School.No.","Principal","School.Type","Grade.Level","Categories","County","Status","address","Address.1.City","Address.1.State","Address.1.Zipcode","Address.2.Composite","Phone.1","Phone.2","Fax.1","Email.Address","STATEFP","SLDLST","GEOID","GEOIDFQ","NAMELSAD","LSAD","LSY","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"Mid Cumberland","Montgomery County Private Schools",9630,"Unity Christian Academy",9095,NA,"Jacqueline Hale","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Montgomery","Active","256 Uffelman Drive
 Clarksville, TN 37043","Clarksville","TN","37043","","931-645-6003",NA,"931-645-6226","jhale231699@aol.com","47","068","47068","620L900US47068","State House District 68","LL","2024","G5220","N",687379698,5721936,"+36.4801881","-087.2801188"
"South Central","Lincoln County",520,"Unity School",90,4.70249e+11,"Bridgette Jones","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category I - Approved by TDOE","Lincoln","Active","259  Boonshill-Petersburg
 Petersburg, TN 37144","Petersburg","TN","37144","","931-433-9018",NA,"","bjones@lcdoe.org","47","062","47062","620L900US47062","State House District 62","LL","2024","G5220","N",2284921585,6639989,"+35.3897957","-086.4758904"
"First Tennessee","Washington County",900,"University School",105,4.70438e+11,"Dr. Brian K. Partin","Public","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Washington","Active","68 Martha Culp Avenue
 Johnson City, TN 37614","Johnson City","TN","37614","","423-439-4333",NA,"423-439-5921","partinb@wcde.org","47","007","47007","620L900US47007","State House District 7","LL","2024","G5220","N",436585043,1934119,"+36.2445533","-082.4799452"
"Mid Cumberland","Davidson County Private Schools",9190,"University School of Nashville",9445,NA,"Chai Reddy","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category III - Approved by regional private school accrediting agency","Davidson","Active","2000 Edgehill Avenue
 Nashville, TN 37212","Nashville","TN","37212","","615-948-5380",NA,"","creddy@usn.org","47","056","47056","620L900US47056","State House District 56","LL","2024","G5220","N",41781632,0,"+36.1286463","-086.8256819"
"Southeast Tennessee","McMinn County Private Schools",9540,"Valley Christian Academy",9713,NA,"Paige Bennett","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency","McMinn","Active","482 County Road 725
 Riceville, TN 37370","Riceville","TN","37370","PO Box 3148
 Riceville, TN 37370","423-462-3008",NA,"","pbennett@valleychristianacademy.us","47","023","47023","620L900US47023","State House District 23","LL","2024","G5220","N",2240224605,26511332,"+35.4105818","-084.4045539"
"First Tennessee","Carter County",100,"Valley Forge Elementary",95,4.70051e+11,"Brandon Young","Public","K, 1, 2, 3, 4, 5","","Carter","Active","1485 Riverview Drive
 Elizabethton, TN 37643","Elizabethton","TN","37643","","423-547-4085",NA,"423-547-4081","brandonyoung@carterk12.net","47","004","47004","620L900US47004","State House District 4","LL","2024","G5220","N",1023673000,2831965,"+36.2318532","-082.2948946"
"Southeast Tennessee","Bradley County",60,"Valley View Elementary School",75,4.70033e+11,"Sarah Haynes","Public","K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Bradley","Active","5607 Spring Place Road
 Cleveland, TN 37323","Cleveland","TN","37323","5607 Spring Place Road
 Cleveland, TN 37323","423-478-8825",NA,"423-478-8826","shaynes@bradleyschools.org","47","024","47024","620L900US47024","State House District 24","LL","2024","G5220","N",228099043,137071,"+35.1738860","-084.9082038"
"Mid Cumberland","Sumner County",830,"Vena Stuart Elementary",109,4.70402e+11,"Josh Shelton","Public","PK, K, 1, 2, 3, 4, 5","","Sumner","Active","780  Hart  Street
 Gallatin, TN 37066","Gallatin","TN","37066","","615-452-1486",NA,"615-451-5281","joshua.shelton@sumnerschools.org","47","035","47035","620L900US47035","State House District 35","LL","2024","G5220","N",585322617,28118703,"+36.3904140","-086.2672732"
"South Central","Bedford County Private Schools",9020,"Victory Baptist Academy",9090,NA,"Mr. Lyn Warren","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools, Category II - Approved by private school accrediting agency","Bedford","Active","2200 North Main Street
 Shelbyville, TN 37160","Shelbyville","TN","37160","P O Box 1030 Street
 Shelbyville, TN 37160","931-684-8115",NA,"","lynwarren76@gmail.com","47","062","47062","620L900US47062","State House District 62","LL","2024","G5220","N",2284921585,6639989,"+35.3897957","-086.4758904"
"Southwest","Memphis-Shelby County Schools",792,"Vision Preparatory Charter School",8266,4.70015e+11,"Dr. Lajuan Sylvester","Public Charter","K, 1, 2, 3, 4, 5","","Shelby","Active","260 Joubert Avenue
 Memphis, TN 38109","Memphis","TN","38109","260 Joubert Avenue
 Memphis, TN 38109","901-775-1018",NA,"","lsylvester@visionprep.org","47","086","47086","620L900US47086","State House District 86","LL","2024","G5220","N",521789730,68410759,"+35.2848704","-090.1039871"
"Southwest","Memphis-Shelby County Schools",792,"Vollentine Elementary",2730,4.70015e+11,"Crystal Watts-Peterson","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","1682 Vollintine Ave
 Memphis, TN 38107-3030","Memphis","TN","38107-3030","","901-416-4632",NA,"901-416-3603","wattsc@scsk12.org","47","096","47096","620L900US47096","State House District 96","LL","2024","G5220","N",78337772,2539267,"+35.1757231","-089.8728115"
"South Central","Lewis County",510,"Volunteer State Virtual Academy Elementary School",15,4.70243e+11,"Mrs. Stacy Smith","Public Virtual School","K, 1, 2, 3, 4, 5","","Lewis","Active","206 South Court Street
 Hohenwald, TN 38462","Hohenwald","TN","38462","","931-796-3264",NA,"931-796-5127","ssmith@lewisk12.org","47","069","47069","620L900US47069","State House District 69","LL","2024","G5220","N",3082724517,1893730,"+35.8211735","-087.4649761"
"Mid Cumberland","Wilson County",950,"W A Wright Elementary",80,4.70455e+11,"Wilma Hawkins","Public","K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Wilson","Active","5017 Market Place
 Mt Juliet, TN 37122","Mt Juliet","TN","37122","","615-754-6200",NA,"615-754-5282","hawkinsw@wcschools.com","47","057","47057","620L900US47057","State House District 57","LL","2024","G5220","N",283234558,13255094,"+36.1929972","-086.4971043"
"Southwest","Chester County",120,"W Chester Elementary School",30,4.7006e+11,"Amy Wooley","Public","K, 1, 2, 3","","Chester","Active","1243 West Main Street
 Henderson, TN 38340","Henderson","TN","38340","","731-989-8150",NA,"","amy.wooley@chestercountyschools.org","47","072","47072","620L900US47072","State House District 72","LL","2024","G5220","N",4520624558,105252386,"+35.4648491","-088.1766854"
"Northwest Tennessee","Paris",401,"W G Rhea Elementary",15,4.70336e+11,"Chris Hudgins","Public","K, 1, 2","Category I - Approved by TDOE","Henry","Active","115 South Wilson Street
 Paris, TN 38242","Paris","TN","38242","","731-642-0961",NA,"731-642-5171","Chris.Hudgins@parisssd.org","47","074","47074","620L900US47074","State House District 74","LL","2024","G5220","N",4416898119,290533054,"+36.2183854","-087.9014746"
"Southeast Tennessee","Hamilton County",330,"Wallace A. Smith Elementary School",260,4.70159e+11,"Dr. Kelley Weiss","Public","K, 1, 2, 3, 4, 5","","Hamilton","Active","6930 Lebron Sterchi Drive
 Ooltewah, TN 37363","Ooltewah","TN","37363","","423-344-1425",NA,"423-344-1462","weiss_kelley@hcde.org","47","029","47029","620L900US47029","State House District 29","LL","2024","G5220","N",360985605,28453623,"+35.1925937","-085.0562331"
"East Tennessee","Blount County",50,"Walland Elementary School",145,4.7003e+11,"Jennifer Tipton","Public","K, 1, 2, 3, 4, 5","","Blount","Active","247  E  Millers Cove Road
 Walland, TN 37886","Walland","TN","37886","","865-983-2801",NA,"865-681-6219","Jennifer.Tipton@blountk12.org","47","008","47008","620L900US47008","State House District 8","LL","2024","G5220","N",1139706477,8726266,"+35.6663430","-083.8905431"
"Mid Cumberland","Rutherford County",750,"Walter Hill Elementary",110,4.70369e+11,"Laura Heath","Public","PK, K, 1, 2, 3, 4, 5","","Rutherford","Active","6309 Lebanon Pike
 Murfreesboro, TN 37129","Murfreesboro","TN","37129","","615-893-8046",NA,"615-848-5272","heathl@rcschools.net","47","037","47037","620L900US47037","State House District 37","LL","2024","G5220","N",194865365,10283706,"+35.9614893","-086.4341874"
"Mid Cumberland","Sumner County",830,"Walton Ferry Elementary",112,4.70402e+11,"Cherie Estep","Public","K, 1, 2, 3, 4, 5","","Sumner","Active","732 Walton Ferry Road
 Hendersonville, TN 37075","Hendersonville","TN","37075","","615-824-3217",NA,"615-264-5809","cherie.estep@sumnerschools.org","47","045","47045","620L900US47045","State House District 45","LL","2024","G5220","N",247544306,14780231,"+36.3820110","-086.6301896"
"Mid Cumberland","Davidson County",190,"Warner Elementary",675,4.70318e+11,"Janelle Brooks","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","626  Russell  Street
 Nashville, TN 37206","Nashville","TN","37206","","615-291-6395",NA,"","Janelle.Brooks@mnps.org","47","058","47058","620L900US47058","State House District 58","LL","2024","G5220","N",49471459,1796405,"+36.1752081","-086.7965741"
"Upper Cumberland","Warren County",890,"Warren Connect",47,4.70435e+11,"Dr. Courtney Bennett","Public Virtual School","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Warren","Active","111 Middle School Drive
 McMinnville, TN 37110","McMinnville","TN","37110","","931-815-1025",NA,"","bennettc@warrenschools.com","47","043","47043","620L900US47043","State House District 43","LL","2024","G5220","N",2096211277,10638251,"+35.7961701","-085.6296824"
"Mid Cumberland","Robertson County",740,"Watauga Elementary",80,4.7036e+11,"Ms. Kelley Armstrong","Public","K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Robertson","Active","1755 Lake Road
 Ridgetop, TN 37152","Ridgetop","TN","37152","P. O. Box 190 Road
 Ridgetop, TN 37152","615-859-5252",NA,"","kelley.armstrong@rcstn.net","47","066","47066","620L900US47066","State House District 66","LL","2024","G5220","N",1233703852,457701,"+36.5243849","-086.8725935"
"Mid Cumberland","Wilson County",950,"Watertown Elementary",63,4.70455e+11,"Kathleen Davis","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Wilson","Active","741 West Main Street
 Watertown, TN 37184","Watertown","TN","37184","P. O. Box 127 Street
 Watertown, TN 37184","615-237-3821",NA,"615-237-9544","daviska@wcschools.com","47","046","47046","620L900US47046","State House District 46","LL","2024","G5220","N",1099724512,16194663,"+36.1219464","-086.2643794"
"Southeast Tennessee","Bradley County",60,"Waterville Community Elementary School",100,4.70033e+11,"Kirk Campbell","Public","K, 1, 2, 3, 4, 5","","Bradley","Active","4081 Dalton Pike
 Cleveland, TN 37323","Cleveland","TN","37323","","423-478-8827",NA,"423-478-8873","gcampbell@bradleyschools.org","47","024","47024","620L900US47024","State House District 24","LL","2024","G5220","N",228099043,137071,"+35.1738860","-084.9082038"
"Mid Cumberland","Sumner County",830,"Watt Hardison Elementary",70,4.70402e+11,"Phyllis Gilman","Public","K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Sumner","Active","300  Gibson  Street
 Portland, TN 37148","Portland","TN","37148","","615-325-3233",NA,"615-325-5305","phillis.gilman@sumnerschools.org","47","044","47044","620L900US47044","State House District 44","LL","2024","G5220","N",834555600,1115566,"+36.5301524","-086.4488790"
"Mid Cumberland","Humphreys County",430,"Waverly Elementary",25,4.70198e+11,"Bryant Brink","Public","PK, K, 1, 2, 3","","Humphreys","Active","601 E. Railroad Street
 Waverly, TN 37185","Waverly","TN","37185","","931-296-2371",NA,"","brinkb@hcss.org","47","074","47074","620L900US47074","State House District 74","LL","2024","G5220","N",4416898119,290533054,"+36.2183854","-087.9014746"
"Mid Cumberland","Davidson County",190,"Waverly-Belmont Elementary School",755,4.70318e+11,"Dr. Robin Shumate","Public","K, 1, 2, 3, 4, 5","","Davidson","Active","2301 10th Ave South
 Nashville, TN 37204","Nashville","TN","37204","","615-800-7690",NA,"","Robin.Shumate@mnps.org","47","056","47056","620L900US47056","State House District 56","LL","2024","G5220","N",41781632,0,"+36.1286463","-086.8256819"
"South Central","Wayne County",910,"Waynesboro Elementary",40,4.70444e+11,"Steve Griggs","Public","PK, K, 1, 2, 3, 4","","Wayne","Active","115 Helton Street
 Waynesboro, TN 38485","Waynesboro","TN","38485","","931-722-5580",NA,"","","47","071","47071","620L900US47071","State House District 71","LL","2024","G5220","N",3612610291,8528674,"+35.3439808","-087.5890742"
"Southwest","Memphis-Shelby County Schools",792,"Wells Station Elementary",2745,4.70015e+11,"Keisa B. Jackson","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","1610 Wells Station Rd
 Memphis, TN 38108-3619","Memphis","TN","38108-3619","","901-416-2172",NA,"901-416-2175","JACKSONKB@scsk12.org","47","093","47093","620L900US47093","State House District 93","LL","2024","G5220","N",53642184,0,"+35.1596028","-089.9534558"
"Mid Cumberland","Montgomery County",630,"West Creek Elementary",90,4.70303e+11,"Michelle Rhodehamel","Public","PK, K, 1, 2, 3, 4, 5","","Montgomery","Active","1201 W Creek Coyote Trail
 Clarksville, TN 37042-6386","Clarksville","TN","37042-6386","","931-802-8637",NA,"931-920-9977","michelle.rhodehamel@cmcss.net","47","075","47075","620L900US47075","State House District 75","LL","2024","G5220","N",602515364,5824888,"+36.5112349","-087.5046068"
"First Tennessee","Hamblen County",320,"West Elementary",48,4.7e+11,"Brandon Olson","Public","K, 1, 2, 3, 4, 5","","Hamblen","Active","235  W  Converse
 Morristown, TN 37814","Morristown","TN","37814","","423-586-1263",NA,"423-585-3810","olsonb@hcboe.net","47","010","47010","620L900US47010","State House District 10","LL","2024","G5220","N",908290355,85784268,"+36.2695672","-083.4795552"
"Upper Cumberland","Warren County",890,"West Elementary",85,4.70435e+11,"Michelle Lewis","Public","P4, K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Warren","Active","400  Clark  Boulevard
 McMinnville, TN 37110","McMinnville","TN","37110","","931-473-3801",NA,"931-473-0863","lewism@warrenschools.com","47","043","47043","620L900US47043","State House District 43","LL","2024","G5220","N",2096211277,10638251,"+35.7961701","-085.6296824"
"Mid Cumberland","Wilson County",950,"West Elementary",65,4.70455e+11,"Taimi Reese","Public","K, 1, 2, 3, 4, 5","","Wilson","Active","9315  Lebanon  Road
 Mt Juliet, TN 37122","Mt Juliet","TN","37122","","615-758-5846",NA,"615-754-5798","reeset@wcschools.com","47","057","47057","620L900US47057","State House District 57","LL","2024","G5220","N",283234558,13255094,"+36.1929972","-086.4971043"
"East Tennessee","Knox County Private Schools",9470,"West End Kindergarten",9115,NA,"Miranda Eichman","Private","PK, K","Category I - Approved by TDOE","Knox","Active","8301 E. Walker Springs Lane
 Knoxville, TN 37923","Knoxville","TN","37923","8301 E. Walker Springs Lane
 Knoxville, TN 37923","865-690-0900",NA,"","wekkindergarten@gmail.com","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"East Tennessee","Knox County",470,"West Haven Elementary",300,4.70222e+11,"Taiwo Sutton","Public","PK, K, 1, 2, 3, 4, 5","","Knox","Active","3620  Sisk  Road
 Knoxville, TN 37921","Knoxville","TN","37921","","865-594-4467",NA,"865-594-3743","taiwo.sutton@knoxschools.org","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"East Tennessee","Knox County Private Schools",9470,"West Hills Baptist Church Preschool And Kindergarten",9120,NA,"Carol Wehinger","Private","PK, K","Category I - Approved by TDOE","Knox","Active","409 N. Winston Road
 Knoxville, TN 37909","Knoxville","TN","37909","","865-690-4251",NA,"","preschool@wherechildrengrow.org","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"East Tennessee","Knox County",470,"West Hills Elementary",310,4.70222e+11,"Kristen Jackson","Public","PK, K, 1, 2, 3, 4, 5","","Knox","Active","409  Vanosdale  Road
 Knoxville, TN 37919","Knoxville","TN","37919","","865-539-7850",NA,"865-539-7876","kristen.jackson@knoxschools.org","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"East Tennessee","Knox County Private Schools",9470,"West Knox Creative Learning Center",9963,NA,"Anna-Lynn Bauer","Private","PK, K, 1, 2, 3","Category V - Acknowledged by TDOE for operation","Knox","Active","7828 S. Northshore Drive
 Knoxville, TN 37919","Knoxville","TN","37919","","865-257-9805",NA,"","littleexplorerschildcare16@gmail.com","47","018","47018","620L900US47018","State House District 18","LL","2024","G5220","N",166246744,7363045,"+35.9137184","-083.9615571"
