Region,District,District No.,School Name,School No.,NCES School No.,Principal,School Type,Grade Level,Categories,County,Status,address,Address 1 City,Address 1 State,Address 1 Zipcode,Address 2 Composite,Phone 1,Phone 2,Fax 1,Email Address
Southeast Tennessee,Cleveland Private Schools,09061,Tennessee Christian Preparatory School,9020,,Jared Tilley,Private,"P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Bradley,Active,"4100 Stephens Road NE
 Cleveland, TN 37312",Cleveland,TN,37312,"4995 North Lee Highway
 Cleveland, TN 37312",423-559-8939,,,jtilley@tcpsk12.org
First Tennessee,Greeneville,00301,Tennessee Online Public School at Greeneville,0033,4.7015E+11,Dr. Lindsey Weeden,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Greene,Active,"312 Floral Street
 Greeneville, TN 37743",Greeneville,TN,37743,,423-787-8000,,,weedenl@gcschools.net
Mid Cumberland,Houston County,00420,Tennessee Ridge Elementary,0015,4.70192E+11,Valerie Hooper,Public,"PK, K, 1, 2, 3, 4, 5",,Houston,Active,"135 School Street
 Tenn Ridge, TN 37178",Tenn Ridge,TN,37178,,931-721-3780,,,vhooper@houstonk12tn.net
East Tennessee,Tennessee Schools for the Deaf,00964,Tennessee School For Deaf Elementary School,0005,4.70015E+11,Amy Locke,State Special School,"PS, P3, P4, PK, K, 1, 2, 3, 4, 5",,Knox,Active,"2725  Island  Home Boulevard
 Knoxville, TN 37920",Knoxville,TN,37920,,865-579-2500,,,a.locke@tsdeaf.org
East Tennessee,Tennessee Schools for the Deaf,00964,Tennessee School for the Deaf Nashville,0015,4.70015E+11,,State Special School,"PS, P3, P4, PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"115 Stewarts Ferry Pike
 Nashville, TN 37214",Nashville,TN,37214,"115 Stewarts Ferry Pike
 Nashville, TN 37214",615-231-7300,,,
East Tennessee,Union County,00870,Tennessee Virtual Academy,0060,4.70429E+11,Dr. Tonya Childress,Public Virtual School,"K, 1, 2, 3, 4, 5",,Union,Active,"1924 Dutch Valley Drive
 Knoxville, TN 37918",Knoxville,TN,37918,"1924 Dutch Valley Drive
 Knoxville, TN 37918",865-992-9026,,865-992-1211,tchildress@k12.com
Mid Cumberland,Franklin Special Private Schools,09941,Thales Academy,9830,,Heather DiMeo,Private,"PK, K, 1, 2, 3, 4, 5",Category V - Acknowledged by TDOE for operation,Williamson,Active,"3835 Carothers Parkway
 Franklin, TN 37067",Franklin,TN,37067,,615-465-6919,,,heather.dimeo@thalesacademy.org
Mid Cumberland,Davidson County Private Schools,09190,The Acorn School,9877,,Kathleen Seabolt,Private,K,Category V - Acknowledged by TDOE for operation,Davidson,Active,"200 Appleton Place
 Nashville, TN 37212",Nashville,TN,37212,,615-322-5332,,,kathleen.c.Seabolt@vanderbilt.edu
Southeast Tennessee,Hamilton County Private Schools,09330,The Ark Academy,9925,,Crystal Horvath,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Hamilton,Active,"708 South Orchard Knob
 Chattanooga, TN 37404",Chattanooga,TN,37404,,423-388-2182,,,chorvath@thearkacademy.net
Southeast Tennessee,Hamilton County Private Schools,09330,The Bright School,9035,,Kristin B. Watts,Private,"PS, PK, K, 1, 2, 3, 4, 5",Category III - Approved by regional private school accrediting agency,Hamilton,Active,"1950 McDade Lane
 Chattanooga, TN 37405",Chattanooga,TN,37405,,423-267-8546,,423-265-0025,kwatts@brightschool.com
Mid Cumberland,Davidson County Private Schools,09190,The Children's House Of Nashville Montessori,9270,,Rhonda L. McKay,Private,"PK, K",Category V - Acknowledged by TDOE for operation,Davidson,Active,"3404 Belmont Boulevard
 Nashville, TN 37215",Nashville,TN,37215,,615-298-5647,,615-385-3943,Rhonda.McKay@childrenshousenashville.org
Mid Cumberland,Davidson County Private Schools,09190,The Covenant School,9088,,Trudy Waters,Private,"PK, K, 1, 2, 3, 4, 5, 6","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency",Davidson,Active,"33 Burton Hills Boulevard
 Nashville, TN 37215",Nashville,TN,37215,,615-467-2313,,,twaters@thecovenantschool.com
Mid Cumberland,Dickson County,00220,The Discovery School,0028,4.70102E+11,Rachel Storment,Public,"K, 1, 2, 3, 4, 5",,Dickson,Active,"101  Henslee  Drive
 Dickson, TN 37055",Dickson,TN,37055,,615-441-4163,,615-740-6679,rstorment@dcstn.org
East Tennessee,Knox County Private Schools,09470,The Episcopal School of Knoxville,9100,,Jack Talmadge,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8","Category III - Approved by regional private school accrediting agency, Category IV - Church Related Schools",Knox,Active,"950 Episcopal School Way
 Knoxville, TN 37932",Knoxville,TN,37932,"950 Episcopal School Way
 Knoxville, TN 37932",865-777-9032,,,talmadge@esknoxville.org
East Tennessee,Lenoir City,00531,The iLearn Institute at Lenoir City Schools,0035,4.7024E+11,Dr. Chris M. Smallen,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Loudon,Active,"200 East Broadway Street
 Lenoir City, TN 37771",Lenoir City,TN,37771,,865-988-1934,,865-988-6732,csmallen@lenoircityschools.net
East Tennessee,Sevier County Private Schools,09780,The King's Academy,9050,,Jeremy Sandefur,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency",Sevier,Active,"202 Smothers Road
 Seymour, TN 37865",Seymour,TN,37865,,865-573-8321,,865-573-8323,jsandefur@thekingsacademy.net
East Tennessee,Sevier County Private Schools,09780,The King's Academy: Umbrella,9960,,Eileen Thornton,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Sevier,Active,"202 Smothers Road
 Seymour, TN 37865",Seymour,TN,37865,,865-573-8321,,,ethornton@thekingsacademy.net
Southwest,Memphis-Shelby County Private Schools,09792,The Lab School of Memphis: An Acton Academy,9855,,Coi Morrison,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category III - Approved by regional private school accrediting agency,Shelby,Active,"1738 Galloway Avenue
 Memphis, TN 38112",Memphis,TN,38112,,901-236-7822,,,info@thelabschoolofmemphis.com
East Tennessee,Sevier County Private Schools,09780,The Lift Christian Academy-Educational Enrichment CO-OP,9897,,Kayla McBrayer,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Sevier,Active,"661 Parkway
 Sevierville, TN 37862",Sevierville,TN,37862,,865-286-5585,,,theliftchristianacademy@gmail.com
Southeast Tennessee,Hamilton County Private Schools,09330,The Montessori School,9066,,Allison Driver,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category V - Acknowledged by TDOE for operation, Category III - Approved by regional private school accrediting agency",Hamilton,Active,"300 Montessori Way
 Chattanooga, TN 37404",Chattanooga,TN,37404,,423-622-6366,,423-622-6027,allison.driver@themontessorischool.net
Southeast Tennessee,Cleveland Private Schools,09061,The Montessori School of Cleveland,9035,,Andrew Renwick,Private,"PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category V - Acknowledged by TDOE for operation,Bradley,Active,"301 Keith Street SW
 Cleveland, TN 37311",Cleveland,TN,37311,,423-479-7282,,,admin@montessoricleveland.org
Mid Cumberland,Montgomery County Private Schools,09630,The Settlement Kindergarten,9086,,Holly Hansen,Private,K,Category I - Approved by TDOE,Montgomery,Active,"2724 Trenton Road
 Clarksville, TN 37040",Clarksville,TN,37040,,931-647-1900,,931-647-1955,thesettlementkindergarten@gmail.com
Southwest,Madison County,00570,Thelma Barker Elementary,0111,4.70258E+11,Karen Edwards,Public,"K, 1, 2, 3, 4, 5",,Madison,Active,"1470 Ashport Road
 Jackson, TN 38305",Jackson,TN,38305,,731-668-8831,,,kdedwards@jmcss.org
First Tennessee,Kingsport,00822,Theodore Roosevelt Elementary School,0055,4.70219E+11,Dr. Philip Wright,Public,"K, 1, 2, 3, 4, 5",,Sullivan,Active,"1051  Lake  Street
 Kingsport, TN 37660",Kingsport,TN,37660,,423-857-2600,,423-378-2395,pwright@k12k.com
Mid Cumberland,Davidson County,00190,Thomas A. Edison Elementary,0208,4.70318E+11,Sonya Whitmore,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"6130 Mt. View Road
 Antioch, TN 37013",Antioch,TN,37013,,615-501-8800,,,Sonya.Whitmore@mnps.org
First Tennessee,Kingsport,00822,Thomas Jefferson Elementary School,0020,4.70219E+11,Dr. Stephanie Potter,Public,"PK, K, 1, 2, 3, 4, 5",,Sullivan,Active,"2216 Westmoreland Avenue
 Kingsport, TN 37664",Kingsport,TN,37664,,423-378-2270,,423-378-2277,spotter@k12k.com
South Central,Bedford County,00020,Thomas Magnet School,0078,4.70018E+11,Tracy Watson,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Bedford,Active,"515 Tate Avenue
 Shelbyville, TN 37160",Shelbyville,TN,37160,,931-684-6818,,,watsont@bedfordk12tn.net
Mid Cumberland,Williamson County,00940,Thompson's Station Elementary School,0081,4.70453E+11,Tiffany Dukes,Public,"K, 1, 2, 3, 4, 5",,Williamson,Active,"2640 Clayton Arnold Road
 Thompson's Station, TN 37179",Thompson's Station,TN,37179,,615-472-5330,,,tiffany.dukes@wcs.edu
Southeast Tennessee,Hamilton County,00330,Thrasher Elementary School,0240,4.70159E+11,Melissa Coffelt,Public,"K, 1, 2, 3, 4, 5",,Hamilton,Active,"1301  James  Boulevard
 Signal Mtn, TN 37377",Signal Mtn,TN,37377,,423-886-0882,,423-886-0888,coffelt_melissa@hcde.org
Mid Cumberland,Rutherford County,00750,Thurman Francis Arts Academy/Magnet School for the Arts,0105,4.70369E+11,Dr. Mark Gonyea,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Rutherford,Active,"221 Todd Lane
 Smyrna, TN 37167",Smyrna,TN,37167,,615-904-6715,,615-459-7710,gonyeam@rcschools.net
Southwest,Millington Private Schools,09798,Tipton-Rosemark Academy Inc.,9210,,Dr. Andy Graham,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Shelby,Active,"8696 Rosemark Road
 Millington, TN 38053",Millington,TN,38053,,901-799-8696,,901-829-4477,agraham@rebelmail.net
Mid Cumberland,Davidson County,00190,Tom Joy Elementary,0635,4.70318E+11,Shelly Robinson,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"2201  Jones  Avenue
 Nashville, TN 37207",Nashville,TN,37207,,615-262-6724,,,Shelly.Robinson@mnps.org
Southeast Tennessee,Hamilton County,00330,Tommie F. Brown Academy,0033,4.70159E+11,Roxanne Anthony,Public,"PK, K, 1, 2, 3, 4, 5",,Hamilton,Active,"718 East 8th Street
 Chattanooga, TN 37403",Chattanooga,TN,37403,,423-498-6870,,423-209-5761,anthony_roxanne@hcde.org
Southwest,Hardeman County Schools,00350,Toone Elementary,0045,4.70165E+11,Chris Cranford,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Hardeman,Active,"160 Neely Street
 Toone, TN 38381",Toone,TN,38381,"P. O. Box 68 Street
 Toone, TN 38381",731-658-5606,,,cranfordc@hcsedu.org
First Tennessee,Greene County Private Schools,09300,Towering Oaks Christian School,9020,,Amy Pfaff-Biebel,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Greene,Active,"1985 Buckingham Road
 Greeneville, TN 37745",Greeneville,TN,37745,"1985 Buckingham Road
 Greeneville, TN 37745",423-639-0791,,423-638-6026,apaff-biebel@toweringoaks.com
First Tennessee,Johnson City,00901,Towne Acres Elementary,0065,4.70213E+11,Mr. Richard Hutson,Public,"K, 1, 2, 3, 4, 5",,Washington,Active,"2310  Larkspur  Drive
 Johnson City, TN 37604",Johnson City,TN,37604,,423-854-4800,,423-854-4810,hutsonr@jcschools.org
East Tennessee,Blount County,00050,Townsend Elementary,0125,4.7003E+11,Ashlee Ivens,Public,"K, 1, 2, 3, 4, 5",,Blount,Active,"140 Tiger Drive
 Townsend, TN 37882",Townsend,TN,37882,,865-980-1202,,865-980-1205,Ashlee.Ivens@blountk12.org
Southeast Tennessee,Grundy County,00310,Tracy Elementary,0065,4.70153E+11,Tanjala Johnson,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Grundy,Active,"276 3rd Street
 Tracy City, TN 37387",Tracy City,TN,37387,"276 3rd Street
 Tracy City, TN 37387",931-259-4752,,931-592-5750,tjohnson1@grundyk12.com
Southwest,Memphis-Shelby County Schools,00792,Treadwell Elementary,2715,4.70015E+11,Jason Carr,Public,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"3538 Given Ave
 Memphis, TN 38122-3334",Memphis,TN,38122-3334,,901-416-6130,,901-416-6132,carrjc@scsk12.org
Northwest Tennessee,Trenton,00273,Trenton Elementary,0015,4.7041E+11,Paul Pillow,Public,"PK, K, 1, 2, 3, 4",,Gibson,Active,"811 S College Street
 Trenton, TN 38382",Trenton,TN,38382,,731-855-0971,,731-855-2732,paul.pillow@trentonssd.org
South Central,Manchester,00161,Tri Star Elementary,0020,,Ryan Cullen,Public Virtual School,"K, 1, 2, 3, 4, 5",,Coffee,Active,"800 Parks Street
 Manchester, TN 37355",Manchester,TN,37355,,,,,r.cullen@stellarvirtual.org
Mid Cumberland,Williamson County Private Schools,09940,Trinitas Classical Academy formally The Classical Academy of Franklin,9113,,Eric Hale,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Williamson,Active,"810 Del Rio Pike
 Franklin, TN 37064",Franklin,TN,37064,,615-790-8556,,615-790-8617,erichale@tcafranklin.org
Upper Cumberland,Cumberland County Private Schools,09180,Trinity Academy Formally New Colossus Academy-Crossville,9828,,Corey Wade,Private,"P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category IV - Church Related Schools, Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency",Cumberland,Active,"3270 Lantana Road
 Crossville, TN 38572",Crossville,TN,38572,,931-456-4430,,,info@tacrossville.org
East Tennessee,Knox County Private Schools,09470,Trinity Christian Academy,9096,,Robin Lieser,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Knox,Active,"6706 Central Avenue Pike
 Knoxville, TN 37912",Knoxville,TN,37912,,865-688-9991,,,robinlieser@gmail.com
Southwest,Madison County Private Schools,09570,Trinity Christian Academy,9020,,Judy Brown,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency",Madison,Active,"10 Windy City Road
 Jackson, TN 38305",Jackson,TN,38305,"10 Windy City Road
 Jackson, TN 38305",731-668-8500,,731-668-3232,judy.brown@mytcalions.com
Mid Cumberland,Williamson County,00940,Trinity Elementary,0080,4.70453E+11,Jennifer Schwartz,Public,"PK, K, 1, 2, 3, 4, 5",,Williamson,Active,"4410 Murfreesboro Road
 Franklin, TN 37067",Franklin,TN,37067,,615-472-4850,,615-472-4861,jennifers3@wcs.edu
East Tennessee,Claiborne County Private Schools,09130,Tri-State Christian Academy,9080,,Audie Mirace,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Claiborne,Active,"271 Arthur Road
 Cumberland Gap, TN 37724",Cumberland Gap,TN,37724,,423-869-8008,,,tristatechristianacademy@yahoo.com
Upper Cumberland,Trousdale County,00850,Trousdale Co Elementary,0005,4.70417E+11,Demetrice Badru,Public,"PK, K, 1, 2, 3, 4, 5",,Trousdale,Active,"115 Lock Six Road
 Hartsville, TN 37074",Hartsville,TN,37074,,615-374-3752,,615-374-1121,demetricebadru@tcschools.org
Mid Cumberland,Wilson County,00950,Tuckers Crossroads Elementary,0055,4.70455E+11,Anna Raines,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",Category I - Approved by TDOE,Wilson,Active,"5905 Trousdale Ferry Pike
 Lebanon, TN 37087",Lebanon,TN,37087,,615-444-3956,,615-444-3958,rainesa@wcschools.com
Mid Cumberland,Davidson County,00190,Tulip Grove Elementary,0637,4.70318E+11,Dr. Allyson Johnson,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"441  Tyler  Drive
 Hermitage, TN 37076",Hermitage,TN,37076,,615-885-8944,,,Allyson.Johnson@mnps.org
South Central,Tullahoma Private Schools,09162,Tullahoma Seventh-day Adventist Christian School,9010,,Kerrel Henry,Private,K,Category II - Approved by private school accrediting agency,Franklin,Active,"231 Turkey Creek
 Tullahoma, TN 37388",Tullahoma,TN,37388,"231 Turkey Creek
 Tullahoma, TN 37388",931-455-1924,,,khenry@kytn.net
Mid Cumberland,Davidson County,00190,Tusculum Elementary,0645,4.70318E+11,Matthew Earls,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"440 McMurray Drive
 Nashville, TN 37211",Nashville,TN,37211,,615-333-5179,,,Matthew.Earls@mnps.org
First Tennessee,Greeneville,00301,Tusculum View Elementary,0035,4.7015E+11,Dr. Lana Luttrel,Public,"PK, K, 1, 2, 3, 4, 5",,Greene,Active,"1725  Lafayette  Street
 Greeneville, TN 37745",Greeneville,TN,37745,,423-639-2751,,423-639-2198,luttrelll@gcschools.net
Mid Cumberland,Davidson County,00190,Una Elementary,0655,4.70318E+11,Dr. Brit Sikes,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"2018 Murfreesboro Road
 Nashville, TN 37214",Nashville,TN,37214,,615-360-2921,,,brit.sikes@mnps.org
First Tennessee,Unicoi County,00860,Unicoi Elementary,0040,4.70423E+11,Benjamin Evely,Public,"PK, K, 1, 2, 3, 4, 5",,Unicoi,Active,"404 Massachusetts Avenue
 Unicoi, TN 37692",Unicoi,TN,37692,,423-743-1665,,423-743-1667,evelyb@unicoischools.com
Mid Cumberland,Sumner County,00830,Union Elementary School,0105,4.70402E+11,Lance Taylor,Public,"PK, K, 1, 2, 3, 4, 5",Category I - Approved by TDOE,Sumner,Active,"516  Carson  Street
 Gallatin, TN 37066",Gallatin,TN,37066,,615-452-0737,,615-451-6543,lance.taylor@sumnerschools.org
Upper Cumberland,Smith County,00800,Union Heights Elementary,0060,4.70387E+11,Wendolyn Kittrell,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Smith,Active,"663  Lebanon  Highway
 Carthage, TN 37030",Carthage,TN,37030,,615-735-1975,,615-735-1975,kittrellw1@smithcoedu.net
Mid Cumberland,Montgomery County Private Schools,09630,Unity Christian Academy,9095,,Jacqueline Hale,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Montgomery,Active,"256 Uffelman Drive
 Clarksville, TN 37043",Clarksville,TN,37043,,931-645-6003,,931-645-6226,jhale231699@aol.com
South Central,Lincoln County,00520,Unity School,0090,4.70249E+11,Bridgette Jones,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category I - Approved by TDOE,Lincoln,Active,"259  Boonshill-Petersburg
 Petersburg, TN 37144",Petersburg,TN,37144,,931-433-9018,,,bjones@lcdoe.org
First Tennessee,Washington County,00900,University School,0105,4.70438E+11,Dr. Brian K. Partin,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Washington,Active,"68 Martha Culp Avenue
 Johnson City, TN 37614",Johnson City,TN,37614,,423-439-4333,,423-439-5921,partinb@wcde.org
Mid Cumberland,Davidson County Private Schools,09190,University School of Nashville,9445,,Chai Reddy,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category III - Approved by regional private school accrediting agency",Davidson,Active,"2000 Edgehill Avenue
 Nashville, TN 37212",Nashville,TN,37212,,615-948-5380,,,creddy@usn.org
Southeast Tennessee,McMinn County Private Schools,09540,Valley Christian Academy,9713,,Paige Bennett,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency",McMinn,Active,"482 County Road 725
 Riceville, TN 37370",Riceville,TN,37370,"PO Box 3148
 Riceville, TN 37370",423-462-3008,,,pbennett@valleychristianacademy.us
First Tennessee,Carter County,00100,Valley Forge Elementary,0095,4.70051E+11,Brandon Young,Public,"K, 1, 2, 3, 4, 5",,Carter,Active,"1485 Riverview Drive
 Elizabethton, TN 37643",Elizabethton,TN,37643,,423-547-4085,,423-547-4081,brandonyoung@carterk12.net
Southeast Tennessee,Bradley County,00060,Valley View Elementary School,0075,4.70033E+11,Sarah Haynes,Public,"K, 1, 2, 3, 4, 5",Category I - Approved by TDOE,Bradley,Active,"5607 Spring Place Road
 Cleveland, TN 37323",Cleveland,TN,37323,"5607 Spring Place Road
 Cleveland, TN 37323",423-478-8825,,423-478-8826,shaynes@bradleyschools.org
Mid Cumberland,Sumner County,00830,Vena Stuart Elementary,0109,4.70402E+11,Josh Shelton,Public,"PK, K, 1, 2, 3, 4, 5",,Sumner,Active,"780  Hart  Street
 Gallatin, TN 37066",Gallatin,TN,37066,,615-452-1486,,615-451-5281,joshua.shelton@sumnerschools.org
South Central,Bedford County Private Schools,09020,Victory Baptist Academy,9090,,Mr. Lyn Warren,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools, Category II - Approved by private school accrediting agency",Bedford,Active,"2200 North Main Street
 Shelbyville, TN 37160",Shelbyville,TN,37160,"P O Box 1030 Street
 Shelbyville, TN 37160",931-684-8115,,,lynwarren76@gmail.com
